season,date,home_team,away_team,temperature,divisional,week,game_time,over_under,day,ou_result,win_percentage_home,win_percentage_away,spread_home,spread_away,result_home,result_away,vs_line_home,vs_line_away,after_bye_home,after_bye_away,actual_result_home,actual_result_away
2023,2023-12-31,BUF,NWE,35,1,17,early,40,Sun,over,0.647,0.235,-14,14,W 27-21,L 21-27,did not cover,covered,0,0,-6,6
2023,2023-10-22,NWE,BUF,55,1,7,early,41.5,Sun,over,0.235,0.647,7.5,-7.5,W 29-25,L 25-29,covered,did not cover,0,0,-4,4
2023,2023-10-01,BUF,MIA,70,1,4,early,53,Sun,over,0.647,0.647,-2.5,2.5,W 48-20,L 20-48,covered,did not cover,0,0,-28,28
2023,2023-09-24,WAS,BUF,65,0,3,early,43.5,Sun,under,0.235,0.647,4.5,-4.5,L 3-37,W 37-3,did not cover,covered,0,0,34,-34
2023,2023-09-17,BUF,LVR,70,0,2,early,47,Sun,over,0.647,0.471,-8,8,W 38-10,L 10-38,covered,did not cover,0,0,-28,28
2023,2023-12-10,KAN,BUF,45,0,14,afternoon,48.5,Sun,under,0.647,0.647,-1.5,1.5,L 17-20,W 20-17,did not cover,covered,0,1,3,-3
2023,2023-11-26,PHI,BUF,47,0,12,afternoon,48.5,Sun,over,0.647,0.647,-3,3,W 37-34 (OT),L 34-37 (OT),push,push,0,0,-3,3
2023,2024-01-07,MIA,BUF,63,1,18,night,48,Sun,under,0.647,0.647,2.5,-2.5,L 14-21,W 21-14,did not cover,covered,0,0,7,-7
2023,2023-12-23,LAC,BUF,62,0,16,night,44,Sat,over,0.294,0.647,12.5,-12.5,L 22-24,W 24-22,covered,did not cover,0,0,2,-2
2023,2023-11-13,BUF,DEN,49,0,10,night,47.5,Mon,under,0.647,0.471,-7.5,7.5,L 22-24,W 24-22,did not cover,covered,0,1,2,-2
2023,2023-11-05,CIN,BUF,51,0,9,night,50.5,Sun,under,0.529,0.647,-1.5,1.5,W 24-18,L 18-24,covered,did not cover,0,0,-6,6
2023,2023-10-26,BUF,TAM,66,0,8,night,43.5,Thu,under,0.647,0.529,-10,10,W 24-18,L 18-24,did not cover,covered,0,0,-6,6
2023,2023-10-15,BUF,NYG,46,0,6,night,43.5,Sun,under,0.647,0.353,-15.5,15.5,W 14-9,L 9-14,did not cover,covered,0,0,-5,5
2023,2023-09-11,NYJ,BUF,72,1,1,night,45.5,Mon,under,0.412,0.647,2.5,-2.5,W 22-16 (OT),L 16-22 (OT),covered,did not cover,0,0,-6,6
2023,2024-01-07,CIN,CLE,38,1,18,early,37,Sun,over,0.529,0.647,-7.5,7.5,W 31-14,L 14-31,covered,did not cover,0,0,-17,17
2023,2023-12-24,HOU,CLE,68,0,16,early,40,Sun,over,0.588,0.647,3,-3,L 22-36,W 36-22,did not cover,covered,0,0,14,-14
2023,2023-12-17,CLE,CHI,45,0,15,early,38,Sun,under,0.647,0.412,-3,3,W 20-17,L 17-20,push,push,0,0,-3,3
2023,2023-12-10,CLE,JAX,39,0,14,early,34,Sun,over,0.647,0.529,-2.5,2.5,W 31-27,L 27-31,covered,did not cover,0,0,-4,4
2023,2023-11-05,CLE,ARI,56,0,9,early,38.5,Sun,under,0.647,0.235,-13.5,13.5,W 27-0,L 0-27,covered,did not cover,0,0,-27,27
2023,2023-10-22,IND,CLE,53,0,7,early,39.5,Sun,over,0.529,0.647,3.5,-3.5,L 38-39,W 39-38,covered,did not cover,0,0,1,-1
2023,2023-09-24,CLE,TEN,68,0,3,early,38,Sun,under,0.647,0.353,-3.5,3.5,W 27-3,L 3-27,covered,did not cover,0,0,-24,24
2023,2023-09-10,CLE,CIN,68,1,1,early,47.5,Sun,under,0.647,0.529,1.5,-1.5,W 24-3,L 3-24,covered,did not cover,0,0,-21,21
2023,2023-12-03,LAR,CLE,67,0,13,afternoon,40.5,Sun,over,0.588,0.647,-4,4,W 36-19,L 19-36,covered,did not cover,0,0,-17,17
2023,2023-11-26,DEN,CLE,40,0,12,afternoon,37,Sun,over,0.471,0.647,-1,1,W 29-12,L 12-29,covered,did not cover,0,0,-17,17
2023,2023-10-29,SEA,CLE,47,0,8,afternoon,39.5,Sun,over,0.529,0.647,-4.5,4.5,W 24-20,L 20-24,did not cover,covered,0,0,-4,4
2023,2023-12-28,CLE,NYJ,47,0,17,night,35,Thu,over,0.647,0.412,-7.5,7.5,W 37-20,L 20-37,covered,did not cover,0,0,-17,17
2023,2023-09-18,PIT,CLE,62,1,2,night,39,Mon,over,0.588,0.647,2.5,-2.5,W 26-22,L 22-26,covered,did not cover,0,0,-4,4
2023,2023-12-25,KAN,LVR,38,1,16,early,40.5,Mon,under,0.647,0.471,-10.5,10.5,L 14-20,W 20-14,did not cover,covered,0,0,6,-6
2023,2023-12-17,NWE,KAN,53,0,15,early,37,Sun,over,0.235,0.647,8.5,-8.5,L 17-27,W 27-17,did not cover,covered,0,0,10,-10
2023,2023-11-05,KAN,MIA,53,0,9,early,51.5,Sun,under,0.647,0.647,-1.5,1.5,W 21-14,L 14-21,covered,did not cover,0,0,-7,7
2023,2023-09-17,JAX,KAN,87,0,2,early,51,Sun,under,0.529,0.647,3.5,-3.5,L 9-17,W 17-9,did not cover,covered,0,0,8,-8
2023,2023-12-31,KAN,CIN,36,0,17,afternoon,44,Sun,under,0.647,0.529,-6.5,6.5,W 25-17,L 17-25,covered,did not cover,0,0,-8,8
2023,2023-11-26,LVR,KAN,55,1,12,afternoon,43,Sun,over,0.471,0.647,10,-10,L 17-31,W 31-17,did not cover,covered,0,0,14,-14
2023,2023-10-29,DEN,KAN,26,1,8,afternoon,45.5,Sun,under,0.471,0.647,7,-7,W 24-9,L 9-24,covered,did not cover,0,0,-15,15
2023,2023-10-22,KAN,LAC,72,1,7,afternoon,48.5,Sun,under,0.647,0.294,-5.5,5.5,W 31-17,L 17-31,covered,did not cover,0,0,-14,14
2023,2023-10-08,MIN,KAN,58,0,5,afternoon,52.5,Sun,under,0.412,0.647,3.5,-3.5,L 20-27,W 27-20,did not cover,covered,0,0,7,-7
2023,2023-12-03,GNB,KAN,31,0,13,night,42.5,Sun,over,0.529,0.647,5.5,-5.5,W 27-19,L 19-27,covered,did not cover,0,0,-8,8
2023,2023-11-20,KAN,PHI,45,0,11,night,46,Mon,under,0.647,0.647,-2.5,2.5,L 17-21,W 21-17,did not cover,covered,1,1,4,-4
2023,2023-10-01,NYJ,KAN,69,0,4,night,41.5,Sun,over,0.412,0.647,9.5,-9.5,L 20-23,W 23-20,covered,did not cover,0,0,3,-3
2023,2023-12-17,MIA,NYJ,76,1,15,early,36.5,Sun,under,0.647,0.412,-9,9,W 30-0,L 0-30,covered,did not cover,0,0,-30,30
2023,2023-12-03,WAS,MIA,53,0,13,early,49.5,Sun,over,0.235,0.647,9,-9,L 15-45,W 45-15,did not cover,covered,0,0,30,-30
2023,2023-11-19,MIA,LVR,82,0,11,early,46,Sun,under,0.647,0.471,-13.5,13.5,W 20-13,L 13-20,did not cover,covered,1,0,-7,7
2023,2023-10-29,MIA,NWE,83,1,8,early,46.5,Sun,over,0.647,0.235,-8.5,8.5,W 31-17,L 17-31,covered,did not cover,0,0,-14,14
2023,2023-10-15,MIA,CAR,87,0,6,early,47.5,Sun,over,0.647,0.118,-14,14,W 42-21,L 21-42,covered,did not cover,0,0,-21,21
2023,2023-10-08,MIA,NYG,88,0,5,early,47.5,Sun,under,0.647,0.353,-13,13,W 31-16,L 16-31,covered,did not cover,0,0,-15,15
2023,2023-09-24,MIA,DEN,86,0,3,early,47.5,Sun,over,0.647,0.471,-6,6,W 70-20,L 20-70,covered,did not cover,0,0,-50,50
2023,2023-11-24,NYJ,MIA,48,1,12,afternoon,40.5,Fri,over,0.412,0.647,9.5,-9.5,L 13-34,W 34-13,did not cover,covered,0,0,21,-21
2023,2023-09-10,LAC,MIA,90,0,1,afternoon,50.5,Sun,over,0.294,0.647,-3,3,L 34-36,W 36-34,did not cover,covered,0,0,2,-2
2023,2023-12-11,MIA,TEN,64,0,14,night,46.5,Mon,over,0.647,0.353,-13.5,13.5,L 27-28,W 28-27,did not cover,covered,0,0,1,-1
2023,2023-10-22,PHI,MIA,55,0,7,night,51.5,Sun,under,0.647,0.647,-3,3,W 31-17,L 17-31,covered,did not cover,0,0,-14,14
2023,2023-09-17,NWE,MIA,63,1,2,night,46.5,Sun,under,0.235,0.647,2,-2,L 17-24,W 24-17,did not cover,covered,0,0,7,-7
2023,2023-12-31,PHI,ARI,45,0,17,early,48,Sun,over,0.647,0.235,-12,12,L 31-35,W 35-31,did not cover,covered,0,0,4,-4
2023,2023-10-29,WAS,PHI,69,1,8,early,42.5,Sun,over,0.235,0.647,6.5,-6.5,L 31-38,W 38-31,did not cover,covered,0,0,7,-7
2023,2023-12-25,PHI,NYG,51,1,16,afternoon,43,Mon,over,0.647,0.353,-13.5,13.5,W 33-25,L 25-33,did not cover,covered,0,0,-8,8
2023,2023-10-15,NYJ,PHI,59,0,6,afternoon,43.5,Sun,under,0.412,0.647,6.5,-6.5,W 20-14,L 14-20,covered,did not cover,0,0,-6,6
2023,2023-10-08,LAR,PHI,71,0,5,afternoon,49.5,Sun,under,0.588,0.647,3.5,-3.5,L 14-23,W 23-14,did not cover,covered,0,0,9,-9
2023,2023-09-10,NWE,PHI,71,0,1,afternoon,45,Sun,push,0.235,0.647,3.5,-3.5,L 20-25,W 25-20,did not cover,covered,0,0,5,-5
2023,2023-12-18,SEA,PHI,46,0,15,night,45,Mon,under,0.529,0.647,3,-3,W 20-17,L 17-20,covered,did not cover,0,0,-3,3
2023,2023-09-25,TAM,PHI,90,0,3,night,44,Mon,under,0.529,0.647,6,-6,L 11-25,W 25-11,did not cover,covered,0,0,14,-14
2023,2023-09-14,PHI,MIN,72,0,2,night,49,Thu,over,0.647,0.412,-6,6,W 34-28,L 28-34,push,push,0,0,-6,6
2021,2022-01-02,BUF,ATL,26,0,17,early,44,Sun,push,0.647,0.412,-14.5,14.5,W 29-15,L 15-29,did not cover,covered,0,0,-14,14
2021,2021-12-26,NWE,BUF,38,1,16,early,43.5,Sun,over,0.588,0.647,-1.5,1.5,L 21-33,W 33-21,did not cover,covered,0,0,12,-12
2021,2021-12-19,BUF,CAR,30,0,15,early,43,Sun,over,0.647,0.294,-14.5,14.5,W 31-14,L 14-31,covered,did not cover,0,0,-17,17
2021,2021-11-21,BUF,IND,49,0,11,early,49.5,Sun,over,0.647,0.529,-7,7,L 15-41,W 41-15,did not cover,covered,0,0,26,-26
2021,2021-11-14,NYJ,BUF,47,1,10,early,47.5,Sun,over,0.235,0.647,13,-13,L 17-45,W 45-17,did not cover,covered,0,0,28,-28
2021,2021-11-07,JAX,BUF,59,0,9,early,48.5,Sun,under,0.176,0.647,14.5,-14.5,W 9-6,L 6-9,covered,did not cover,0,0,-3,3
2021,2021-10-31,BUF,MIA,54,1,8,early,49,Sun,under,0.647,0.529,-14,14,W 26-11,L 11-26,covered,did not cover,1,0,-15,15
2021,2021-10-03,BUF,HOU,67,0,4,early,47,Sun,under,0.647,0.235,-17.5,17.5,W 40-0,L 0-40,covered,did not cover,0,0,-40,40
2021,2021-09-26,BUF,WAS,67,0,3,early,45.5,Sun,over,0.647,0.412,-7,7,W 43-21,L 21-43,covered,did not cover,0,0,-22,22
2021,2021-09-19,MIA,BUF,89,1,2,early,47.5,Sun,under,0.529,0.647,3.5,-3.5,L 0-35,W 35-0,did not cover,covered,0,0,35,-35
2021,2021-09-12,BUF,PIT,73,0,1,early,48.5,Sun,under,0.647,0.559,-6.5,6.5,L 16-23,W 23-16,did not cover,covered,0,0,7,-7
2021,2022-01-09,BUF,NYJ,36,1,18,afternoon,40.5,Sun,under,0.647,0.235,-16.5,16.5,W 27-10,L 10-27,covered,did not cover,0,0,-17,17
2021,2021-12-06,BUF,NWE,36,1,13,night,44,Mon,under,0.647,0.588,-4,4,L 10-14,W 14-10,did not cover,covered,0,0,4,-4
2021,2021-11-25,NOR,BUF,69,0,12,night,45,Thu,under,0.529,0.647,6.5,-6.5,L 6-31,W 31-6,did not cover,covered,0,0,25,-25
2021,2021-12-19,DET,ARI,28,0,15,early,48,Sun,under,0.206,0.647,13,-13,W 30-12,L 12-30,covered,did not cover,0,0,-18,18
2021,2021-12-05,CHI,ARI,34,0,13,early,42,Sun,over,0.353,0.647,7.5,-7.5,L 22-33,W 33-22,did not cover,covered,0,1,11,-11
2021,2021-09-26,JAX,ARI,81,0,3,early,51.5,Sun,under,0.176,0.647,7.5,-7.5,L 19-31,W 31-19,did not cover,covered,0,0,12,-12
2021,2021-11-14,ARI,CAR,81,0,10,afternoon,43,Sun,over,0.647,0.294,-10.5,10.5,L 10-34,W 34-10,did not cover,covered,0,0,24,-24
2021,2021-11-07,SFO,ARI,57,1,9,afternoon,45,Sun,over,0.588,0.647,-3.5,3.5,L 17-31,W 31-17,did not cover,covered,0,0,14,-14
2021,2021-10-24,ARI,HOU,82,0,7,afternoon,47.5,Sun,under,0.647,0.235,-18,18,W 31-5,L 5-31,covered,did not cover,0,0,-26,26
2021,2021-10-17,CLE,ARI,58,0,6,afternoon,48.5,Sun,over,0.471,0.647,-3.5,3.5,L 14-37,W 37-14,did not cover,covered,0,0,23,-23
2021,2021-10-10,ARI,SFO,81,1,5,afternoon,48.5,Sun,under,0.647,0.588,-5,5,W 17-10,L 10-17,covered,did not cover,0,0,-7,7
2021,2021-09-19,ARI,MIN,93,0,2,afternoon,50.5,Sun,over,0.647,0.471,-3.5,3.5,W 34-33,L 33-34,did not cover,covered,0,0,-1,1
2021,2021-12-25,ARI,IND,61,0,16,night,49,Sat,under,0.647,0.529,-2,2,L 16-22,W 22-16,did not cover,covered,0,0,6,-6
2024,2024-11-03,BAL,DEN,57,0,9,early,46.5,Sun,over,0.615,0.615,-9.5,9.5,W 41-10,L 10-41,covered,did not cover,0,0,-31,31
2024,2024-09-29,NYJ,DEN,67,0,4,early,40,Sun,under,0.25,0.615,-9,9,L 9-10,W 10-9,did not cover,covered,0,0,1,-1
2024,2024-09-22,TAM,DEN,85,0,3,early,41,Sun,under,0.5,0.615,-6,6,L 7-26,W 26-7,did not cover,covered,0,0,19,-19
2024,2024-11-24,LVR,DEN,63,1,12,afternoon,41,Sun,over,0.167,0.615,6,-6,L 19-29,W 29-19,did not cover,covered,0,0,10,-10
2024,2024-11-17,DEN,ATL,55,0,11,afternoon,44.5,Sun,under,0.615,0.5,-2.5,2.5,W 38-6,L 6-38,covered,did not cover,0,0,-32,32
2024,2024-10-27,DEN,CAR,76,0,8,afternoon,41,Sun,over,0.615,0.25,-11,11,W 28-14,L 14-28,covered,did not cover,0,0,-14,14
2024,2024-10-06,DEN,LVR,73,1,5,afternoon,35.5,Sun,over,0.615,0.167,-3,3,W 34-18,L 18-34,covered,did not cover,0,0,-16,16
2024,2024-09-08,SEA,DEN,73,0,1,afternoon,42,Sun,over,0.583,0.615,-6,6,W 26-20,L 20-26,push,push,0,0,-6,6
2024,2024-12-02,DEN,CLE,48,0,13,night,42,Mon,over,0.615,0.25,-6,6,W 41-32,L 32-41,covered,did not cover,0,0,-9,9
2024,2024-10-17,NOR,DEN,65,0,7,night,37,Thu,over,0.333,0.615,2.5,-2.5,L 10-33,W 33-10,did not cover,covered,0,0,23,-23
2024,2024-11-24,HOU,TEN,78,1,12,early,40.5,Sun,over,0.615,0.25,-9,9,L 27-32,W 32-27,did not cover,covered,0,0,5,-5
2024,2024-10-27,HOU,IND,82,1,8,early,45.5,Sun,under,0.615,0.462,-5,5,W 23-20,L 20-23,did not cover,covered,0,0,-3,3
2024,2024-10-13,NWE,HOU,53,0,6,early,37.5,Sun,over,0.231,0.615,7,-7,L 21-41,W 41-21,did not cover,covered,0,0,20,-20
2024,2024-09-29,HOU,JAX,82,1,4,early,44.5,Sun,under,0.615,0.167,-5.5,5.5,W 24-20,L 20-24,did not cover,covered,0,0,-4,4
2024,2024-09-08,IND,HOU,63,1,1,early,48.5,Sun,over,0.462,0.615,2.5,-2.5,L 27-29,W 29-27,covered,did not cover,0,0,2,-2
2024,2024-11-18,DAL,HOU,64,0,11,night,41,Mon,over,0.417,0.615,7,-7,L 10-34,W 34-10,did not cover,covered,0,0,24,-24
2024,2024-10-31,NYJ,HOU,71,0,9,night,42,Thu,under,0.25,0.615,-2,2,W 21-13,L 13-21,covered,did not cover,0,0,-8,8
2024,2024-09-15,HOU,CHI,89,0,2,night,45,Sun,under,0.615,0.333,-6,6,W 19-13,L 13-19,push,push,0,0,-6,6
2024,2024-10-27,CLE,BAL,52,1,8,early,45.5,Sun,over,0.25,0.615,9,-9,W 29-24,L 24-29,covered,did not cover,0,0,-5,5
2024,2024-10-13,BAL,WAS,75,0,6,early,51.5,Sun,over,0.615,0.615,-6.5,6.5,W 30-23,L 23-30,covered,did not cover,0,0,-7,7
2024,2024-10-06,CIN,BAL,81,1,5,early,48.5,Sun,over,0.333,0.615,1,-1,L 38-41 (OT),W 41-38 (OT),did not cover,covered,0,0,3,-3
2024,2024-09-15,BAL,LVR,76,0,2,early,41.5,Sun,over,0.615,0.167,-9,9,L 23-26,W 26-23,did not cover,covered,0,0,3,-3
2024,2024-09-22,DAL,BAL,94,0,3,afternoon,48,Sun,over,0.417,0.615,1,-1,L 25-28,W 28-25,did not cover,covered,0,0,3,-3
2024,2024-11-07,BAL,CIN,69,1,10,night,53.5,Thu,over,0.615,0.333,-6,6,W 35-34,L 34-35,did not cover,covered,0,0,-1,1
2024,2024-10-21,TAM,BAL,80,0,7,night,50,Mon,over,0.5,0.615,3.5,-3.5,L 31-41,W 41-31,did not cover,covered,0,0,10,-10
2024,2024-12-01,WAS,TEN,42,0,13,early,44.5,Sun,over,0.615,0.25,-6,6,W 42-19,L 19-42,covered,did not cover,0,0,-23,23
2024,2024-11-24,WAS,DAL,55,1,12,early,45,Sun,over,0.615,0.417,-10.5,10.5,L 26-34,W 34-26,did not cover,covered,0,0,8,-8
2024,2024-11-03,NYG,WAS,52,1,9,early,44,Sun,over,0.167,0.615,4,-4,L 22-27,W 27-22,did not cover,covered,0,0,5,-5
2024,2024-10-06,WAS,CLE,73,0,5,early,43.5,Sun,over,0.615,0.25,-3,3,W 34-13,L 13-34,covered,did not cover,0,0,-21,21
2024,2024-09-15,WAS,NYG,82,1,2,early,43,Sun,under,0.615,0.167,-1,1,W 21-18,L 18-21,covered,did not cover,0,0,-3,3
2024,2024-10-27,WAS,CHI,58,0,8,afternoon,45,Sun,under,0.615,0.333,1,-1,W 18-15,L 15-18,covered,did not cover,0,1,-3,3
2024,2024-10-20,WAS,CAR,76,0,7,afternoon,51.5,Sun,under,0.615,0.25,-9.5,9.5,W 40-7,L 7-40,covered,did not cover,0,0,-33,33
2024,2024-09-29,ARI,WAS,106,0,4,afternoon,48.5,Sun,over,0.5,0.615,-3.5,3.5,L 14-42,W 42-14,did not cover,covered,0,0,28,-28
2024,2024-09-08,TAM,WAS,93,0,1,afternoon,42.5,Sun,over,0.5,0.615,-3.5,3.5,W 37-20,L 20-37,covered,did not cover,0,0,-17,17
2024,2024-09-23,CIN,WAS,69,0,3,night,46.5,Mon,over,0.333,0.615,-7.5,7.5,L 33-38,W 38-33,did not cover,covered,0,0,5,-5
2023,2023-12-31,HOU,TEN,64,1,17,early,44,Sun,under,0.588,0.353,-4,4,W 26-3,L 3-26,covered,did not cover,0,0,-23,23
2023,2023-12-17,TEN,HOU,48,1,15,early,37,Sun,under,0.353,0.588,-3,3,L 16-19 (OT),W 19-16 (OT),did not cover,covered,0,0,3,-3
2023,2023-12-10,NYJ,HOU,58,0,14,early,33,Sun,over,0.412,0.588,3.5,-3.5,W 30-6,L 6-30,covered,did not cover,0,0,-24,24
2023,2023-12-03,HOU,DEN,68,0,13,early,47,Sun,under,0.588,0.471,-3,3,W 22-17,L 17-22,covered,did not cover,0,0,-5,5
2023,2023-11-26,HOU,JAX,57,1,12,early,48,Sun,under,0.588,0.529,1.5,-1.5,L 21-24,W 24-21,did not cover,covered,0,0,3,-3
2023,2023-11-12,CIN,HOU,56,0,10,early,45.5,Sun,over,0.529,0.588,-5.5,5.5,L 27-30,W 30-27,did not cover,covered,0,0,3,-3
2023,2023-11-05,HOU,TAM,80,0,9,early,36.5,Sun,over,0.588,0.529,-2.5,2.5,W 39-37,L 37-39,did not cover,covered,0,0,-2,2
2023,2023-10-29,CAR,HOU,77,0,8,early,42.5,Sun,under,0.118,0.588,3.5,-3.5,W 15-13,L 13-15,covered,did not cover,1,1,-2,2
2023,2023-10-15,HOU,NOR,67,0,6,early,41.5,Sun,under,0.588,0.529,2.5,-2.5,W 20-13,L 13-20,covered,did not cover,0,0,-7,7
2023,2023-10-08,ATL,HOU,63,0,5,early,42,Sun,under,0.412,0.588,-2.5,2.5,W 21-19,L 19-21,did not cover,covered,0,0,-2,2
2023,2023-10-01,HOU,PIT,90,0,4,early,41.5,Sun,under,0.588,0.588,3,-3,W 30-6,L 6-30,covered,did not cover,0,0,-24,24
2023,2023-09-24,JAX,HOU,84,1,3,early,43.5,Sun,over,0.529,0.588,-9.5,9.5,L 17-37,W 37-17,did not cover,covered,0,0,20,-20
2023,2023-09-17,HOU,IND,85,1,2,early,40,Sun,over,0.588,0.529,-1,1,L 20-31,W 31-20,did not cover,covered,0,0,11,-11
2023,2024-01-06,IND,HOU,36,1,18,night,47.5,Sat,under,0.529,0.588,1.5,-1.5,L 19-23,W 23-19,did not cover,covered,0,0,4,-4
2023,2023-12-03,PIT,ARI,56,0,13,early,41,Sun,under,0.588,0.235,-6.5,6.5,L 10-24,W 24-10,did not cover,covered,0,0,14,-14
2023,2023-11-26,CIN,PIT,48,1,12,early,36.5,Sun,under,0.529,0.588,2,-2,L 10-16,W 16-10,did not cover,covered,0,0,6,-6
2023,2023-11-12,PIT,GNB,50,0,10,early,38.5,Sun,over,0.588,0.529,-3,3,W 23-19,L 19-23,covered,did not cover,0,0,-4,4
2023,2023-10-29,PIT,JAX,58,0,8,early,40.5,Sun,under,0.588,0.529,2.5,-2.5,L 10-20,W 20-10,did not cover,covered,0,0,10,-10
2023,2023-12-31,SEA,PIT,47,0,17,afternoon,40.5,Sun,over,0.529,0.588,-4.5,4.5,L 23-30,W 30-23,did not cover,covered,0,0,7,-7
2023,2023-12-23,PIT,CIN,49,1,16,afternoon,38,Sat,over,0.588,0.529,2.5,-2.5,W 34-11,L 11-34,covered,did not cover,0,0,-23,23
2023,2023-12-16,IND,PIT,53,0,15,afternoon,42.5,Sat,over,0.529,0.588,-1,1,W 30-13,L 13-30,covered,did not cover,0,0,-17,17
2023,2023-10-22,LAR,PIT,74,0,7,afternoon,43.5,Sun,under,0.588,0.588,-3,3,L 17-24,W 24-17,did not cover,covered,0,1,7,-7
2023,2023-12-07,PIT,NWE,42,0,14,night,30,Thu,over,0.588,0.235,-6,6,L 18-21,W 21-18,did not cover,covered,0,0,3,-3
2023,2023-11-02,PIT,TEN,40,0,9,night,36.5,Thu,under,0.588,0.353,-3,3,W 20-16,L 16-20,covered,did not cover,0,0,-4,4
2023,2023-09-24,LVR,PIT,87,0,3,night,43.5,Sun,under,0.471,0.588,-3,3,L 18-23,W 23-18,did not cover,covered,0,0,5,-5
2023,2023-12-31,NYG,LAR,41,0,17,early,43.5,Sun,over,0.353,0.588,6,-6,L 25-26,W 26-25,covered,did not cover,0,0,1,-1
2023,2023-11-05,GNB,LAR,51,0,9,early,37.5,Sun,under,0.529,0.588,-3.5,3.5,W 20-3,L 3-20,covered,did not cover,0,0,-17,17
2023,2023-10-01,IND,LAR,80,0,4,early,44.5,Sun,over,0.529,0.588,1,-1,L 23-29 (OT),W 29-23 (OT),did not cover,covered,0,0,6,-6
2023,2023-12-17,LAR,WAS,78,0,15,afternoon,50.5,Sun,under,0.588,0.235,-6.5,6.5,W 28-20,L 20-28,covered,did not cover,0,1,-8,8
2023,2023-11-26,ARI,LAR,68,1,12,afternoon,45,Sun,over,0.235,0.588,2.5,-2.5,L 14-37,W 37-14,did not cover,covered,0,0,23,-23
2023,2023-11-19,LAR,SEA,72,1,11,afternoon,46,Sun,under,0.588,0.529,-2,2,W 17-16,L 16-17,did not cover,covered,1,0,-1,1
2023,2023-10-15,LAR,ARI,82,1,6,afternoon,47.5,Sun,under,0.588,0.235,-7,7,W 26-9,L 9-26,covered,did not cover,0,0,-17,17
2023,2023-09-10,SEA,LAR,74,1,1,afternoon,46.5,Sun,under,0.529,0.588,-4.5,4.5,L 13-30,W 30-13,did not cover,covered,0,0,17,-17
2023,2023-12-21,LAR,NOR,63,0,16,night,46,Thu,over,0.588,0.529,-4,4,W 30-22,L 22-30,covered,did not cover,0,0,-8,8
2023,2023-09-25,CIN,LAR,74,0,3,night,45.5,Mon,under,0.529,0.588,-3,3,W 19-16,L 16-19,push,push,0,0,-3,3
2022,2022-12-24,BAL,ATL,17,0,16,early,34.5,Sat,under,0.588,0.412,-6.5,6.5,W 17-9,L 9-17,covered,did not cover,0,0,-8,8
2022,2022-12-11,PIT,BAL,42,1,14,early,36.5,Sun,under,0.529,0.588,-1.5,1.5,L 14-16,W 16-14,did not cover,covered,0,0,2,-2
2022,2022-12-04,BAL,DEN,63,0,13,early,39.5,Sun,under,0.588,0.294,-9.5,9.5,W 10-9,L 9-10,did not cover,covered,0,0,-1,1
2022,2022-11-27,JAX,BAL,77,0,12,early,43,Sun,over,0.529,0.588,3.5,-3.5,W 28-27,L 27-28,covered,did not cover,1,0,-1,1
2022,2022-11-20,BAL,CAR,36,0,11,early,41.5,Sun,under,0.588,0.412,-13,13,W 13-3,L 3-13,did not cover,covered,1,0,-10,10
2022,2022-10-23,BAL,CLE,64,1,7,early,45.5,Sun,under,0.588,0.412,-6.5,6.5,W 23-20,L 20-23,did not cover,covered,0,0,-3,3
2022,2022-10-16,NYG,BAL,60,0,6,early,45.5,Sun,under,0.559,0.588,5.5,-5.5,W 24-20,L 20-24,covered,did not cover,0,0,-4,4
2022,2022-09-25,NWE,BAL,66,0,3,early,44,Sun,over,0.471,0.588,2.5,-2.5,L 26-37,W 37-26,did not cover,covered,0,0,11,-11
2022,2022-09-18,BAL,MIA,82,0,2,early,44.5,Sun,over,0.588,0.529,-3.5,3.5,L 38-42,W 42-38,did not cover,covered,0,0,4,-4
2022,2022-09-11,NYJ,BAL,73,0,1,early,44,Sun,under,0.412,0.588,6.5,-6.5,L 9-24,W 24-9,did not cover,covered,0,0,15,-15
2022,2022-12-17,CLE,BAL,34,1,15,afternoon,38,Sat,under,0.412,0.588,-3,3,W 13-3,L 3-13,covered,did not cover,0,0,-10,10
2022,2023-01-01,BAL,PIT,44,1,17,night,35,Sun,under,0.588,0.529,-2.5,2.5,L 13-16,W 16-13,did not cover,covered,0,0,3,-3
2022,2022-11-07,NOR,BAL,76,0,9,night,46.5,Mon,under,0.412,0.588,1.5,-1.5,L 13-27,W 27-13,did not cover,covered,0,0,14,-14
2022,2022-10-27,TAM,BAL,79,0,8,night,45.5,Thu,over,0.471,0.588,-1.5,1.5,L 22-27,W 27-22,did not cover,covered,0,0,5,-5
2022,2022-11-06,ATL,LAC,78,0,9,early,49.5,Sun,under,0.412,0.588,3,-3,L 17-20,W 20-17,push,push,0,1,3,-3
2022,2022-10-09,CLE,LAC,59,0,5,early,47,Sun,over,0.412,0.588,1,-1,L 28-30,W 30-28,did not cover,covered,0,0,2,-2
2022,2022-10-02,HOU,LAC,78,0,4,early,45,Sun,over,0.206,0.588,6,-6,L 24-34,W 34-24,did not cover,covered,0,0,10,-10
2022,2023-01-08,DEN,LAC,43,1,18,afternoon,39.5,Sun,over,0.294,0.588,-3,3,W 31-28,L 28-31,push,push,0,0,-3,3
2022,2023-01-01,LAC,LAR,62,0,17,afternoon,41.5,Sun,under,0.588,0.294,-6.5,6.5,W 31-10,L 10-31,covered,did not cover,0,0,-21,21
