,,,,,,,,,,,,,,,,
Rk,Team,Date,Spread,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,Game time
503,IND,1/1/23,5.5,39,52,Sun,16,17,@,NYG,L 10-38,5.5,did not cover,39,over,early
504,NYG,1/1/23,-5.5,39,52,Sun,16,17,,IND,W 38-10,-5.5,covered,39,over,early
505,NOR,1/1/23,5.5,41.5,54,Sun,16,17,@,PHI,W 20-10,5.5,covered,41.5,under,early
506,PHI,1/1/23,-5.5,41.5,54,Sun,16,17,,NOR,L 10-20,-5.5,did not cover,41.5,under,early
507,CAR,1/1/23,3.5,40.5,75,Sun,16,17,@,TAM,L 24-30,3.5,did not cover,40.5,over,early
508,TAM,1/1/23,-3.5,40.5,75,Sun,16,17,,CAR,W 30-24,-3.5,covered,40.5,over,early
509,CLE,1/1/23,2,40.5,59,Sun,16,17,@,WAS,W 24-10,2,covered,40.5,under,early
510,WAS,1/1/23,-2,40.5,59,Sun,16,17,,CLE,L 10-24,-2,did not cover,40.5,under,early
511,GNB,12/25/22,3.5,49.5,45,Sun,15,16,@,MIA,W 26-20,3.5,covered,49.5,under,early
512,MIA,12/25/22,-3.5,49.5,45,Sun,15,16,,GNB,L 20-26,-3.5,did not cover,49.5,under,early
513,CAR,12/24/22,2.5,43.5,20,Sat,15,16,,DET,W 37-23,2.5,covered,43.5,over,early
514,DET,12/24/22,-2.5,43.5,20,Sat,15,16,@,CAR,L 23-37,-2.5,did not cover,43.5,over,early
515,BUF,12/24/22,-8,40,7,Sat,15,16,@,CHI,W 35-13,-8,covered,40,over,early
516,CHI,12/24/22,8,40,7,Sat,15,16,,BUF,L 13-35,8,did not cover,40,over,early
517,CLE,12/24/22,-3,32,6,Sat,15,16,,NOR,L 10-17,-3,did not cover,32,under,early
518,NOR,12/24/22,3,32,6,Sat,15,16,@,CLE,W 17-10,3,covered,32,under,early
519,KAN,12/24/22,-10,49.5,12,Sat,15,16,,SEA,W 24-10,-10,covered,49.5,under,early
520,SEA,12/24/22,10,49.5,12,Sat,15,16,@,KAN,L 10-24,10,did not cover,49.5,under,early
521,MIN,12/24/22,-4,49.5,2,Sat,15,16,,NYG,W 27-24,-4,did not cover,49.5,over,early
522,NYG,12/24/22,4,49.5,2,Sat,15,16,@,MIN,L 24-27,4,covered,49.5,over,early
523,CIN,12/24/22,-3,41.5,21,Sat,15,16,@,NWE,W 22-18,-3,covered,41.5,under,early
524,NWE,12/24/22,3,41.5,21,Sat,15,16,,CIN,L 18-22,3,did not cover,41.5,under,early
525,HOU,12/24/22,3,35.5,22,Sat,15,16,@,TEN,W 19-14,3,covered,35.5,under,early
526,TEN,12/24/22,-3,35.5,22,Sat,15,16,,HOU,L 14-19,-3,did not cover,35.5,under,early
527,ATL,12/24/22,6.5,34.5,17,Sat,15,16,@,BAL,L 9-17,6.5,did not cover,34.5,under,early
528,BAL,12/24/22,-6.5,34.5,17,Sat,15,16,,ATL,W 17-9,-6.5,covered,34.5,under,early
529,CAR,12/18/22,-2.5,37.5,47,Sun,14,15,,PIT,L 16-24,-2.5,did not cover,37.5,over,early
530,PIT,12/18/22,2.5,37.5,47,Sun,14,15,@,CAR,W 24-16,2.5,covered,37.5,over,early
531,CHI,12/18/22,8.5,48.5,17,Sun,14,15,,PHI,L 20-25,8.5,covered,48.5,under,early
532,PHI,12/18/22,-8.5,48.5,17,Sun,14,15,@,CHI,W 25-20,-8.5,did not cover,48.5,under,early
533,HOU,12/18/22,14.5,48.5,50,Sun,14,15,,KAN,L 24-30 (OT),14.5,covered,48.5,over,early
534,KAN,12/18/22,-14.5,48.5,50,Sun,14,15,@,HOU,W 30-24 (OT),-14.5,did not cover,48.5,over,early
535,DAL,12/18/22,-4,48,54,Sun,14,15,@,JAX,L 34-40 (OT),-4,did not cover,48,over,early
536,JAX,12/18/22,4,48,54,Sun,14,15,,DAL,W 40-34 (OT),4,covered,48,over,early
537,ATL,12/18/22,4,43.5,49,Sun,14,15,@,NOR,L 18-21,4,covered,43.5,under,early
538,NOR,12/18/22,-4,43.5,49,Sun,14,15,,ATL,W 21-18,-4,did not cover,43.5,under,early
539,DET,12/18/22,1,43.5,38,Sun,14,15,@,NYJ,W 20-17,1,covered,43.5,under,early
540,NYJ,12/18/22,-1,43.5,38,Sun,14,15,,DET,L 17-20,-1,did not cover,43.5,under,early
541,IND,12/17/22,3.5,47.5,19,Sat,14,15,@,MIN,L 36-39 (OT),3.5,covered,47.5,over,early
542,MIN,12/17/22,-3.5,47.5,19,Sat,14,15,,IND,W 39-36 (OT),-3.5,did not cover,47.5,over,early
543,BUF,12/11/22,-10,43,36,Sun,13,14,,NYJ,W 20-12,-10,did not cover,43,under,early
544,NYJ,12/11/22,10,43,36,Sun,13,14,@,BUF,L 12-20,10,covered,43,under,early
545,CIN,12/11/22,-5.5,46.5,47,Sun,13,14,,CLE,W 23-10,-5.5,covered,46.5,under,early
546,CLE,12/11/22,5.5,46.5,47,Sun,13,14,@,CIN,L 10-23,5.5,did not cover,46.5,under,early
547,DAL,12/11/22,-17,44,53,Sun,13,14,,HOU,W 27-23,-17,did not cover,44,over,early
548,HOU,12/11/22,17,44,53,Sun,13,14,@,DAL,L 23-27,17,covered,44,over,early
549,DET,12/11/22,-2,51.5,40,Sun,13,14,,MIN,W 34-23,-2,covered,51.5,over,early
550,MIN,12/11/22,2,51.5,40,Sun,13,14,@,DET,L 23-34,2,did not cover,51.5,over,early
551,NYG,12/11/22,7,45,37,Sun,13,14,,PHI,L 22-48,7,did not cover,45,over,early
552,PHI,12/11/22,-7,45,37,Sun,13,14,@,NYG,W 48-22,-7,covered,45,over,early
553,JAX,12/11/22,3.5,41,54,Sun,13,14,@,TEN,W 36-22,3.5,covered,41,over,early
554,TEN,12/11/22,-3.5,41,54,Sun,13,14,,JAX,L 22-36,-3.5,did not cover,41,over,early
555,PIT,12/11/22,-1.5,36.5,42,Sun,13,14,,BAL,L 14-16,-1.5,did not cover,36.5,under,early
556,BAL,12/11/22,1.5,36.5,42,Sun,13,14,@,PIT,W 16-14,1.5,covered,36.5,under,early
557,ATL,12/4/22,-1,43,52,Sun,13,13,,PIT,L 16-19,-1,did not cover,43,under,early
558,PIT,12/4/22,1,43,52,Sun,12,13,@,ATL,W 19-16,1,covered,43,under,early
559,CHI,12/4/22,4.5,45,38,Sun,13,13,,GNB,L 19-28,4.5,did not cover,45,over,early
560,GNB,12/4/22,-4.5,45,38,Sun,13,13,@,CHI,W 28-19,-4.5,covered,45,over,early
561,DET,12/4/22,-1,51,41,Sun,12,13,,JAX,W 40-14,-1,covered,51,over,early
562,JAX,12/4/22,1,51,41,Sun,12,13,@,DET,L 14-40,1,did not cover,51,over,early
563,CLE,12/4/22,-8,46.5,37,Sun,12,13,@,HOU,W 27-14,-8,covered,46.5,under,early
564,HOU,12/4/22,8,46.5,37,Sun,12,13,,CLE,L 14-27,8,did not cover,46.5,under,early
565,MIN,12/4/22,-3,44.5,37,Sun,12,13,,NYJ,W 27-22,-3,covered,44.5,over,early
566,NYJ,12/4/22,3,44.5,37,Sun,12,13,@,MIN,L 22-27,3,did not cover,44.5,over,early
567,NYG,12/4/22,2,40.5,40,Sun,12,13,,WAS,T 20-20 (OT),2,covered,40.5,under,early
568,WAS,12/4/22,-2,40.5,40,Sun,13,13,@,NYG,T 20-20 (OT),-2,did not cover,40.5,under,early
569,TEN,12/4/22,4,44,60,Sun,12,13,@,PHI,L 10-35,4,did not cover,44,over,early
570,PHI,12/4/22,-4,44,60,Sun,12,13,,TEN,W 35-10,-4,covered,44,over,early
571,DEN,12/4/22,9.5,39.5,63,Sun,12,13,@,BAL,L 9-10,9.5,covered,39.5,under,early
572,BAL,12/4/22,-9.5,39.5,63,Sun,12,13,,DEN,W 10-9,-9.5,did not cover,39.5,under,early
573,CAR,11/27/22,1,36,66,Sun,12,12,,DEN,W 23-10,1,covered,36,under,early
574,DEN,11/27/22,-1,36,66,Sun,11,12,@,CAR,L 10-23,-1,did not cover,36,under,early
575,CLE,11/27/22,3,42,56,Sun,11,12,,TAM,W 23-17 (OT),3,covered,42,under,early
576,TAM,11/27/22,-3,42,56,Sun,11,12,@,CLE,L 17-23 (OT),-3,did not cover,42,under,early
577,JAX,11/27/22,3.5,43,77,Sun,11,12,,BAL,W 28-27,3.5,covered,43,over,early
578,BAL,11/27/22,-3.5,43,77,Sun,11,12,@,JAX,L 27-28,-3.5,did not cover,43,over,early
579,HOU,11/27/22,14,47,84,Sun,11,12,@,MIA,L 15-30,14,did not cover,47,under,early
580,MIA,11/27/22,-14,47,84,Sun,11,12,,HOU,W 30-15,-14,covered,47,under,early
581,CHI,11/27/22,7,38.5,50,Sun,12,12,@,NYJ,L 10-31,7,did not cover,38.5,over,early
582,NYJ,11/27/22,-7,38.5,50,Sun,11,12,,CHI,W 31-10,-7,covered,38.5,over,early
583,CIN,11/27/22,-1.5,43,56,Sun,11,12,@,TEN,W 20-16,-1.5,covered,43,under,early
584,TEN,11/27/22,1.5,43,56,Sun,11,12,,CIN,L 16-20,1.5,did not cover,43,under,early
585,ATL,11/27/22,4,40.5,46,Sun,12,12,@,WAS,L 13-19,4,did not cover,40.5,under,early
586,WAS,11/27/22,-4,40.5,46,Sun,12,12,,ATL,W 19-13,-4,covered,40.5,under,early
587,BUF,11/24/22,-9.5,54.5,44,Thu,11,12,@,DET,W 28-25,-9.5,did not cover,54.5,under,early
588,DET,11/24/22,9.5,54.5,44,Thu,11,12,,BUF,L 25-28,9.5,covered,54.5,under,early
589,ATL,11/20/22,-2.5,49,41,Sun,11,11,,CHI,W 27-24,-2.5,covered,49,over,early
590,CHI,11/20/22,2.5,49,41,Sun,11,11,@,ATL,L 24-27,2.5,did not cover,49,over,early
591,BUF,11/20/22,-7.5,50,24,Sun,10,11,,CLE,W 31-23,-7.5,covered,50,over,early
592,CLE,11/20/22,7.5,50,24,Sun,10,11,@,BUF,L 23-31,7.5,did not cover,50,over,early
593,IND,11/20/22,6.5,45.5,27,Sun,11,11,,PHI,L 16-17,6.5,covered,45.5,under,early
594,PHI,11/20/22,-6.5,45.5,27,Sun,10,11,@,IND,W 17-16,-6.5,did not cover,45.5,under,early
595,HOU,11/20/22,3,41,51,Sun,10,11,,WAS,L 10-23,3,did not cover,41,under,early
596,WAS,11/20/22,-3,41,51,Sun,11,11,@,HOU,W 23-10,-3,covered,41,under,early
597,NOR,11/20/22,-2.5,39,48,Sun,11,11,,LAR,W 27-20,-2.5,covered,39,over,early
598,LAR,11/20/22,2.5,39,48,Sun,10,11,@,NOR,L 20-27,2.5,did not cover,39,over,early
599,NWE,11/20/22,-3.5,38,42,Sun,10,11,,NYJ,W 10-3,-3.5,covered,38,under,early
600,NYJ,11/20/22,3.5,38,42,Sun,10,11,@,NWE,L 3-10,3.5,did not cover,38,under,early
601,DET,11/20/22,3,44.5,35,Sun,10,11,@,NYG,W 31-18,3,covered,44.5,over,early
602,NYG,11/20/22,-3,44.5,35,Sun,10,11,,DET,L 18-31,-3,did not cover,44.5,over,early
603,CAR,11/20/22,13,41.5,36,Sun,11,11,@,BAL,L 3-13,13,covered,41.5,under,early
604,BAL,11/20/22,-13,41.5,36,Sun,10,11,,CAR,W 13-3,-13,did not cover,41.5,under,early
605,BUF,11/13/22,-6.5,44.5,38,Sun,9,10,,MIN,L 30-33 (OT),-6.5,did not cover,44.5,over,early
606,MIN,11/13/22,6.5,44.5,38,Sun,9,10,@,BUF,W 33-30 (OT),6.5,covered,44.5,over,early
607,CHI,11/13/22,-2.5,48.5,34,Sun,10,10,,DET,L 30-31,-2.5,did not cover,48.5,over,early
608,DET,11/13/22,2.5,48.5,34,Sun,9,10,@,CHI,W 31-30,2.5,covered,48.5,over,early
609,JAX,11/13/22,9,51,33,Sun,10,10,@,KAN,L 17-27,9,did not cover,51,under,early
610,KAN,11/13/22,-9,51,33,Sun,9,10,,JAX,W 27-17,-9,covered,51,under,early
611,CLE,11/13/22,3.5,49.5,85,Sun,9,10,@,MIA,L 17-39,3.5,did not cover,49.5,over,early
612,MIA,11/13/22,-3.5,49.5,85,Sun,10,10,,CLE,W 39-17,-3.5,covered,49.5,over,early
613,HOU,11/13/22,4.5,41,50,Sun,9,10,@,NYG,L 16-24,4.5,did not cover,41,under,early
614,NYG,11/13/22,-4.5,41,50,Sun,9,10,,HOU,W 24-16,-4.5,covered,41,under,early
615,DEN,11/13/22,2.5,39,36,Sun,9,10,@,TEN,L 10-17,2.5,did not cover,39,under,early
616,TEN,11/13/22,-2.5,39,36,Sun,9,10,,DEN,W 17-10,-2.5,covered,39,under,early
617,NOR,11/13/22,-1,40,37,Sun,10,10,@,PIT,L 10-20,-1,did not cover,40,under,early
618,PIT,11/13/22,1,40,37,Sun,9,10,,NOR,W 20-10,1,covered,40,under,early
619,SEA,11/13/22,2.5,45,54,Sun,10,10,@,TAM,L 16-21,2.5,did not cover,45,under,early
620,TAM,11/13/22,-2.5,45,54,Sun,10,10,,SEA,W 21-16,-2.5,covered,45,under,early
621,ATL,11/6/22,3,49.5,78,Sun,9,9,,LAC,L 17-20,3,push,49.5,under,early
622,LAC,11/6/22,-3,49.5,78,Sun,8,9,@,ATL,W 20-17,-3,push,49.5,under,early
623,CHI,11/6/22,4,45.5,58,Sun,9,9,,MIA,L 32-35,4,covered,45.5,over,early
624,MIA,11/6/22,-4,45.5,58,Sun,9,9,@,CHI,W 35-32,-4,did not cover,45.5,over,early
625,CAR,11/6/22,7,42.5,68,Sun,9,9,@,CIN,L 21-42,7,did not cover,42.5,over,early
626,CIN,11/6/22,-7,42.5,68,Sun,9,9,,CAR,W 42-21,-7,covered,42.5,over,early
627,DET,11/6/22,3.5,49.5,59,Sun,8,9,,GNB,W 15-9,3.5,covered,49.5,under,early
628,GNB,11/6/22,-3.5,49.5,59,Sun,9,9,@,DET,L 9-15,-3.5,did not cover,49.5,under,early
629,JAX,11/6/22,2.5,48,81,Sun,9,9,,LVR,W 27-20,2.5,covered,48,under,early
630,LVR,11/6/22,-2.5,48,81,Sun,8,9,@,JAX,L 20-27,-2.5,did not cover,48,under,early
631,IND,11/6/22,5,40.5,78,Sun,9,9,@,NWE,L 3-26,5,did not cover,40.5,under,early
632,NWE,11/6/22,-5,40.5,78,Sun,9,9,,IND,W 26-3,-5,covered,40.5,under,early
633,BUF,11/6/22,-11,46,69,Sun,8,9,@,NYJ,L 17-20,-11,did not cover,46,under,early
634,NYJ,11/6/22,11,46,69,Sun,9,9,,BUF,W 20-17,11,covered,46,under,early
635,MIN,11/6/22,-3,43.5,71,Sun,8,9,@,WAS,W 20-17,-3,push,43.5,under,early
636,WAS,11/6/22,3,43.5,71,Sun,9,9,,MIN,L 17-20,3,push,43.5,under,early
637,ATL,10/30/22,-4,41,72,Sun,8,8,,CAR,W 37-34 (OT),-4,did not cover,41,over,early
638,CAR,10/30/22,4,41,72,Sun,8,8,@,ATL,L 34-37 (OT),4,covered,41,over,early
639,DET,10/30/22,3.5,51.5,68,Sun,7,8,,MIA,L 27-31,3.5,did not cover,51.5,over,early
640,MIA,10/30/22,-3.5,51.5,68,Sun,8,8,@,DET,W 31-27,-3.5,covered,51.5,over,early
641,DEN,10/30/22,2,40.5,61,Sun,8,8,@,JAX,W 21-17,2,covered,40.5,under,early
642,JAX,10/30/22,-2,40.5,61,Sun,8,8,,DEN,L 17-21,-2,did not cover,40.5,under,early
643,ARI,10/30/22,3.5,48.5,56,Sun,8,8,@,MIN,L 26-34,3.5,did not cover,48.5,over,early
644,MIN,10/30/22,-3.5,48.5,56,Sun,7,8,,ARI,W 34-26,-3.5,covered,48.5,over,early
645,NOR,10/30/22,1.5,49.5,68,Sun,8,8,,LVR,W 24-0,1.5,covered,49.5,under,early
646,LVR,10/30/22,-1.5,49.5,68,Sun,7,8,@,NOR,L 0-24,-1.5,did not cover,49.5,under,early
647,NWE,10/30/22,-2.5,40,59,Sun,8,8,@,NYJ,W 22-17,-2.5,covered,40,under,early
648,NYJ,10/30/22,2.5,40,59,Sun,8,8,,NWE,L 17-22,2.5,did not cover,40,under,early
649,PHI,10/30/22,-10.5,43,61,Sun,7,8,,PIT,W 35-13,-10.5,covered,43,over,early
650,PIT,10/30/22,10.5,43,61,Sun,8,8,@,PHI,L 13-35,10.5,did not cover,43,over,early
651,CAR,10/23/22,13,39.5,67,Sun,7,7,,TAM,W 21-3,13,covered,39.5,under,early
652,TAM,10/23/22,-13,39.5,67,Sun,7,7,@,CAR,L 3-21,-13,did not cover,39.5,under,early
653,ATL,10/23/22,6.5,47,73,Sun,7,7,@,CIN,L 17-35,6.5,did not cover,47,over,early
654,CIN,10/23/22,-6.5,47,73,Sun,7,7,,ATL,W 35-17,-6.5,covered,47,over,early
655,DAL,10/23/22,-6.5,49,80,Sun,7,7,,DET,W 24-6,-6.5,covered,49,under,early
656,DET,10/23/22,6.5,49,80,Sun,6,7,@,DAL,L 6-24,6.5,did not cover,49,under,early
657,IND,10/23/22,2.5,41.5,74,Sun,7,7,@,TEN,L 10-19,2.5,did not cover,41.5,under,early
658,TEN,10/23/22,-2.5,41.5,74,Sun,6,7,,IND,W 19-10,-2.5,covered,41.5,under,early
659,CLE,10/23/22,6.5,45.5,64,Sun,7,7,@,BAL,L 20-23,6.5,covered,45.5,under,early
660,BAL,10/23/22,-6.5,45.5,64,Sun,7,7,,CLE,W 23-20,-6.5,did not cover,45.5,under,early
661,GNB,10/23/22,-4.5,41.5,62,Sun,7,7,@,WAS,L 21-23,-4.5,did not cover,41.5,over,early
662,WAS,10/23/22,4.5,41.5,62,Sun,7,7,,GNB,W 23-21,4.5,covered,41.5,over,early
663,ATL,10/16/22,4.5,45,77,Sun,6,6,,SFO,W 28-14,4.5,covered,45,under,early
664,SFO,10/16/22,-4.5,45,77,Sun,6,6,@,ATL,L 14-28,-4.5,did not cover,45,under,early
665,CLE,10/16/22,-2.5,43,62,Sun,6,6,,NWE,L 15-38,-2.5,did not cover,43,over,early
666,NWE,10/16/22,2.5,43,62,Sun,6,6,@,CLE,W 38-15,2.5,covered,43,over,early
667,IND,10/16/22,-1.5,41,62,Sun,6,6,,JAX,W 34-27,-1.5,covered,41,over,early
668,JAX,10/16/22,1.5,41,62,Sun,6,6,@,IND,L 27-34,1.5,did not cover,41,over,early
669,GNB,10/16/22,-7.5,45,49,Sun,6,6,,NYJ,L 10-27,-7.5,did not cover,45,under,early
670,NYJ,10/16/22,7.5,45,49,Sun,6,6,@,GNB,W 27-10,7.5,covered,45,under,early
671,MIA,10/16/22,3,45.5,86,Sun,6,6,,MIN,L 16-24,3,did not cover,45.5,under,early
672,MIN,10/16/22,-3,45.5,86,Sun,6,6,@,MIA,W 24-16,-3,covered,45.5,under,early
673,CIN,10/16/22,-3,43,77,Sun,6,6,@,NOR,W 30-26,-3,covered,43,over,early
674,NOR,10/16/22,3,43,77,Sun,6,6,,CIN,L 26-30,3,did not cover,43,over,early
675,NYG,10/16/22,5.5,45.5,60,Sun,6,6,,BAL,W 24-20,5.5,covered,45.5,under,early
676,BAL,10/16/22,-5.5,45.5,60,Sun,6,6,@,NYG,L 20-24,-5.5,did not cover,45.5,under,early
677,PIT,10/16/22,9.5,46,62,Sun,6,6,,TAM,W 20-18,9.5,covered,46,under,early
678,TAM,10/16/22,-9.5,46,62,Sun,6,6,@,PIT,L 18-20,-9.5,did not cover,46,under,early
679,BUF,10/9/22,-14,45.5,55,Sun,5,5,,PIT,W 38-3,-14,covered,45.5,under,early
680,PIT,10/9/22,14,45.5,55,Sun,5,5,@,BUF,L 3-38,14,did not cover,45.5,under,early
681,CLE,10/9/22,1,47,59,Sun,5,5,,LAC,L 28-30,1,did not cover,47,over,early
682,LAC,10/9/22,-1,47,59,Sun,5,5,@,CLE,W 30-28,-1,covered,47,over,early
683,GNB,10/9/22,-8,41.5,64,Sun,5,5,,NYG,L 22-27,-8,did not cover,41.5,over,early
684,NYG,10/9/22,8,41.5,64,Sun,5,5,@,GNB,W 27-22,8,covered,41.5,over,early
685,HOU,10/9/22,7,43.5,80,Sun,5,5,@,JAX,W 13-6,7,covered,43.5,under,early
686,JAX,10/9/22,-7,43.5,80,Sun,5,5,,HOU,L 6-13,-7,did not cover,43.5,under,early
687,CHI,10/9/22,7.5,44,59,Sun,5,5,@,MIN,L 22-29,7.5,covered,44,over,early
688,MIN,10/9/22,-7.5,44,59,Sun,5,5,,CHI,W 29-22,-7.5,did not cover,44,over,early
689,NOR,10/9/22,-5,45,71,Sun,5,5,,SEA,W 39-32,-5,covered,45,over,early
690,SEA,10/9/22,5,45,71,Sun,5,5,@,NOR,L 32-39,5,did not cover,45,over,early
691,DET,10/9/22,3,45.5,58,Sun,5,5,@,NWE,L 0-29,3,did not cover,45.5,under,early
692,NWE,10/9/22,-3,45.5,58,Sun,5,5,,DET,W 29-0,-3,covered,45.5,under,early
693,MIA,10/9/22,-3.5,45,63,Sun,5,5,@,NYJ,L 17-40,-3.5,did not cover,45,over,early
694,NYJ,10/9/22,3.5,45,63,Sun,5,5,,MIA,W 40-17,3.5,covered,45,over,early
695,ATL,10/9/22,10,46.5,83,Sun,5,5,@,TAM,L 15-21,10,covered,46.5,under,early
696,TAM,10/9/22,-10,46.5,83,Sun,5,5,,ATL,W 21-15,-10,did not cover,46.5,under,early
697,TEN,10/9/22,-2,43,61,Sun,5,5,@,WAS,W 21-17,-2,covered,43,under,early
698,WAS,10/9/22,2,43,61,Sun,5,5,,TEN,L 17-21,2,did not cover,43,under,early
699,ATL,10/2/22,1,47.5,68,Sun,4,4,,CLE,W 23-20,1,covered,47.5,under,early
700,CLE,10/2/22,-1,47.5,68,Sun,4,4,@,ATL,L 20-23,-1,did not cover,47.5,under,early
701,IND,10/2/22,-3.5,43,62,Sun,4,4,,TEN,L 17-24,-3.5,did not cover,43,under,early
702,TEN,10/2/22,3.5,43,62,Sun,4,4,@,IND,W 24-17,3.5,covered,43,under,early
703,DAL,10/2/22,-3,41.5,74,Sun,4,4,,WAS,W 25-10,-3,covered,41.5,under,early
704,WAS,10/2/22,3,41.5,74,Sun,4,4,@,DAL,L 10-25,3,did not cover,41.5,under,early
705,DET,10/2/22,-3.5,48,62,Sun,4,4,,SEA,L 45-48,-3.5,did not cover,48,over,early
706,SEA,10/2/22,3.5,48,62,Sun,4,4,@,DET,W 48-45,3.5,covered,48,over,early
707,HOU,10/2/22,6,45,78,Sun,4,4,,LAC,L 24-34,6,did not cover,45,over,early
708,LAC,10/2/22,-6,45,78,Sun,4,4,@,HOU,W 34-24,-6,covered,45,over,early
709,MIN,10/2/22,-3.5,42,64,Sun,4,4,@,NOR,W 28-25,-3.5,did not cover,42,over,early
710,NOR,10/2/22,3.5,42,64,Sun,4,4,,MIN,L 25-28,3.5,covered,42,over,early
711,CHI,10/2/22,3,39,59,Sun,4,4,@,NYG,L 12-20,3,did not cover,39,under,early
712,NYG,10/2/22,-3,39,59,Sun,4,4,,CHI,W 20-12,-3,covered,39,under,early
713,JAX,10/2/22,6.5,45.5,57,Sun,4,4,@,PHI,L 21-29,6.5,did not cover,45.5,over,early
714,PHI,10/2/22,-6.5,45.5,57,Sun,4,4,,JAX,W 29-21,-6.5,covered,45.5,over,early
715,NYJ,10/2/22,3.5,41.5,57,Sun,4,4,@,PIT,W 24-20,3.5,covered,41.5,over,early
716,PIT,10/2/22,-3.5,41.5,57,Sun,4,4,,NYJ,L 20-24,-3.5,did not cover,41.5,over,early
717,BUF,10/2/22,-3,51,58,Sun,4,4,@,BAL,W 23-20,-3,push,51,under,early
718,BAL,10/2/22,3,51,58,Sun,4,4,,BUF,L 20-23,3,push,51,under,early
719,CAR,9/25/22,2.5,41,68,Sun,3,3,,NOR,W 22-14,2.5,covered,41,under,early
720,NOR,9/25/22,-2.5,41,68,Sun,3,3,@,CAR,L 14-22,-2.5,did not cover,41,under,early
721,CHI,9/25/22,-3,39,66,Sun,3,3,,HOU,W 23-20,-3,push,39,over,early
722,HOU,9/25/22,3,39,66,Sun,3,3,@,CHI,L 20-23,3,push,39,over,early
723,IND,9/25/22,5.5,51,65,Sun,3,3,,KAN,W 20-17,5.5,covered,51,under,early
724,KAN,9/25/22,-5.5,51,65,Sun,3,3,@,IND,L 17-20,-5.5,did not cover,51,under,early
725,BUF,9/25/22,-4.5,53,89,Sun,3,3,@,MIA,L 19-21,-4.5,did not cover,53,under,early
726,MIA,9/25/22,4.5,53,89,Sun,3,3,,BUF,W 21-19,4.5,covered,53,under,early
727,DET,9/25/22,6,52.5,65,Sun,3,3,@,MIN,L 24-28,6,covered,52.5,under,early
728,MIN,9/25/22,-6,52.5,65,Sun,3,3,,DET,W 28-24,-6,did not cover,52.5,under,early
729,NWE,9/25/22,2.5,44,66,Sun,3,3,,BAL,L 26-37,2.5,did not cover,44,over,early
730,BAL,9/25/22,-2.5,44,66,Sun,3,3,@,NWE,W 37-26,-2.5,covered,44,over,early
731,CIN,9/25/22,-6,45,66,Sun,3,3,@,NYJ,W 27-12,-6,covered,45,under,early
732,NYJ,9/25/22,6,45,66,Sun,3,3,,CIN,L 12-27,6,did not cover,45,under,early
733,TEN,9/25/22,2,45.5,77,Sun,3,3,,LVR,W 24-22,2,covered,45.5,over,early
734,LVR,9/25/22,-2,45.5,77,Sun,3,3,@,TEN,L 22-24,-2,did not cover,45.5,over,early
735,PHI,9/25/22,-6,47.5,72,Sun,3,3,@,WAS,W 24-8,-6,covered,47.5,under,early
736,WAS,9/25/22,6,47.5,72,Sun,3,3,,PHI,L 8-24,6,did not cover,47.5,under,early
737,CLE,9/18/22,-6.5,39.5,80,Sun,2,2,,NYJ,L 30-31,-6.5,did not cover,39.5,over,early
738,NYJ,9/18/22,6.5,39.5,80,Sun,2,2,@,CLE,W 31-30,6.5,covered,39.5,over,early
739,DET,9/18/22,-1.5,48.5,68,Sun,2,2,,WAS,W 36-27,-1.5,covered,48.5,over,early
740,WAS,9/18/22,1.5,48.5,68,Sun,2,2,@,DET,L 27-36,1.5,did not cover,48.5,over,early
741,NOR,9/18/22,2.5,44,85,Sun,2,2,,TAM,L 10-20,2.5,did not cover,44,under,early
742,TAM,9/18/22,-2.5,44,85,Sun,2,2,@,NOR,W 20-10,-2.5,covered,44,under,early
743,CAR,9/18/22,2,43.5,73,Sun,2,2,@,NYG,L 16-19,2,did not cover,43.5,under,early
744,NYG,9/18/22,-2,43.5,73,Sun,2,2,,CAR,W 19-16,-2,covered,43.5,under,early
745,NWE,9/18/22,-2.5,40.5,81,Sun,2,2,@,PIT,W 17-14,-2.5,covered,40.5,under,early
746,PIT,9/18/22,2.5,40.5,81,Sun,2,2,,NWE,L 14-17,2.5,did not cover,40.5,under,early
747,MIA,9/18/22,3.5,44.5,82,Sun,2,2,@,BAL,W 42-38,3.5,covered,44.5,over,early
748,BAL,9/18/22,-3.5,44.5,82,Sun,2,2,,MIA,L 38-42,-3.5,did not cover,44.5,over,early
749,ATL,9/11/22,5.5,43.5,80,Sun,1,1,,NOR,L 26-27,5.5,covered,43.5,over,early
750,NOR,9/11/22,-5.5,43.5,80,Sun,1,1,@,ATL,W 27-26,-5.5,did not cover,43.5,over,early
751,CAR,9/11/22,-1.5,42,80,Sun,1,1,,CLE,L 24-26,-1.5,did not cover,42,over,early
752,CLE,9/11/22,1.5,42,80,Sun,1,1,@,CAR,W 26-24,1.5,covered,42,over,early
753,CHI,9/11/22,6,38,69,Sun,1,1,,SFO,W 19-10,6,covered,38,under,early
754,SFO,9/11/22,-6,38,69,Sun,1,1,@,CHI,L 10-19,-6,did not cover,38,under,early
755,CIN,9/11/22,-7,44,76,Sun,1,1,,PIT,L 20-23 (OT),-7,did not cover,44,under,early
756,PIT,9/11/22,7,44,76,Sun,1,1,@,CIN,W 23-20 (OT),7,covered,44,under,early
